borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,notes,borocd,councildist,ct2010,latitude,longitude,precinct,object_id,location_point,_assembly_district,_congress_district,dsny_district,_dsny_section,dsny_zone,senate_district,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,website,app_android,app_ios,bbl,bin
Manhattan,East Village,Down to Earth Garden (formerly Children's Garden),"546 East 12th St, New York, NY 10009",Down to Earth Garden,Year Round,"Tuesday and Sunday (Start Time: Tuesday 1:30 PM, Sunday 12:00 PM - End Time:  Tuesday 4:00 PM, Sunday 4:00 PM)","Keep food scraps and plant material separated. This site accepts meat, fish, and dairy",103,2,1002800,40.7281,-73.979,9,42259,"{'type': 'Point', 'coordinates': [-73.979, 40.7281]}",74,10,MN03,MN034,MN,27,11729,70,4,50,5,https://downtoearthgarden.org/,,,,
Bronx,Castle Hill-Unionport,SW Pugsley Avenue & Watson Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",209,18,2004001,40.82885132,-73.85682028,43,42029,"{'type': 'Point', 'coordinates': [-73.85682028, 40.82885132]}",87,14,BX09,BX094,BX,34,11610,58,5,31,26,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=443,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364135'},,
Manhattan,Morningside Heights,SE Amsterdam Avenue & W 113 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",109,7,1019701,40.80473262,-73.96234996,26,42172,"{'type': 'Point', 'coordinates': [-73.96234996, 40.80473262]}",69,13,MN09,MN091,MN,30,12422,37,4,23,17,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=291,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363983'},,
Queens,Astoria (East)-Woodside (North),SW 31st Avenue & 51st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,26,4016300,40.75685381,-73.90800554,114,42012,"{'type': 'Point', 'coordinates': [-73.90800554, 40.75685381]}",34,7,QW01,QW015,QW,12,14787,39,3,33,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=208,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363900'},,
Bronx,Westchester Square,NE Glebe Avenue & Zerega Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",210,18,2020200,40.8385211,-73.84905796,45,42040,"{'type': 'Point', 'coordinates': [-73.84905796, 40.8385211]}",87,14,BX10,BX101,BX,34,11270,43,5,31,28,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=77,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363769'},,
Queens,Astoria (Central),SE 33rd Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4006100,40.76355516,-73.92199025,114,41984,"{'type': 'Point', 'coordinates': [-73.92199025, 40.76355516]}",36,14,QW01,QW014,QW,59,16863,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=59,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363751'},,
Manhattan,SoHo-Little Italy-Hudson Square,NW Hester ST & Baxter St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",102,1,1004100,40.7185603,-73.99876398,5,42272,"{'type': 'Point', 'coordinates': [-73.99876398, 40.7185603]}",65,10,MN02,MN021,MN,27,12076,57,4,32,2,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=242,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363934'},,
Brooklyn,Crown Heights (North),SE Rochester Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,41,3035701,40.67029476,-73.92811507,77,42158,"{'type': 'Point', 'coordinates': [-73.92811507, 40.67029476]}",55,9,BKN08,BKN083,BKN,20,17615,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=177,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363869'},,
Brooklyn,Crown Heights (North),NW New York Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,36,3031500,40.67676683,-73.94710109,77,42145,"{'type': 'Point', 'coordinates': [-73.94710109, 40.67676683]}",56,9,BKN08,BKN082,BKN,20,17618,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=173,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363865'},,
Brooklyn,Ocean Hill,NW Howard Avenue & Herkimer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,41,3030100,40.67812845,-73.91918834,81,42057,"{'type': 'Point', 'coordinates': [-73.91918834, 40.67812845]}",55,8,BKN03,BKN035,BKN,25,13516,69,2,17,52,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=100,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363792'},,
Brooklyn,Crown Heights (North),NE Franklin Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3021900,40.67165677,-73.95756003,77,42140,"{'type': 'Point', 'coordinates': [-73.95756003, 40.67165677]}",57,9,BKN08,BKN081,BKN,20,17618,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=170,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363862'},,
Brooklyn,Flatbush,Flatbush Junction Food Scrap Drop-off,Hillel Pl & Flatbush Ave,GrowNYC,Year Round,Friday (Start Time: 8:30 AM - End Time:  2:30 PM),"No meat, bones, or dairy",314,45,3077400,40.632583,-73.948111,70,42511,"{'type': 'Point', 'coordinates': [-73.948111, 40.632583]}",42,9,BKS14,BKS143,BKS,21,17217,60,2,26,43,grownyc.org/compost,,,,
Manhattan,Upper West Side (Central),West Side Community Garden,"West of 110 West 90th street, New York, NY 10024 (between Columbus Ave and Amsterdam Ave)",,Year Round,Sundays (Start Time: 11:00 AM - End Time:  12:00 PM),"Receptacles are placed outside the West Side Community Garden gate. No rice, bread, pasta, and grains. The drop-off will be closed during inclement weather including rain and snow. Please check www.instagram.com/westsidecommunitygarden for closure announ",107,6,1017300,40.78951562,-73.9716111,24,42404,"{'type': 'Point', 'coordinates': [-73.9716111, 40.78951562]}",69,12,MN07,MN073,MN,47,12421,20,4,19,15,https://www.westsidecommunitygarden.org/,,,,
Queens,Sunnyside,Woodside Sunnyside Composting,"50th St and Barnett Avenue Woodside, NY 11104",Volunteers at Woodside Sunnyside Composting,Year Round,"Sunday (Start Time: 2:00 PM - End Time:  5:00 PM (Spring, Summer))",,402,26,4016900,40.75013,-73.91369,108,42538,"{'type': 'Point', 'coordinates': [-73.91369, 40.75013]}",37,7,QW02,QW022,QW,12,16861,53,3,33,66,https://www.woodsidesunnysidecomposting.org/,,,,
Queens,Sunnyside,45th Street Composters,"41-12 45th Street (45th St & Skillman Ave, Queens, NY 11104)",Volunteers at 45th Street Compost,Year Round,Sunday (Start Time: 10:30 AM - End Time:  1:00 PM),,402,26,4018300,40.746199,-73.919118,108,42536,"{'type': 'Point', 'coordinates': [-73.919118, 40.746199]}",37,7,QW02,QW022,QW,12,16861,53,3,33,66,https://linktr.ee/45thstreetcomposters,,,,
Manhattan,East Harlem (North),SE Pleasant Avenue & East 116th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",111,8,1017800,40.7948329,-73.93320322,25,42422,"{'type': 'Point', 'coordinates': [-73.93320322, 40.7948329]}",68,13,MN11,MN112,MN,29,12426,7,4,35,16,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=394,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364086'},,
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,NE 1 Ave & E 76 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1013203,40.77035403,-73.95388877,19,42306,"{'type': 'Point', 'coordinates': [-73.95388877, 40.77035403]}",76,12,MN08,MN083,MN,28,12083,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=257,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363949'},,
Brooklyn,Williamsburg,Domino Park,"15 River Street Brooklyn, NY 11249",Staff at Domino Park,Year Round,"Monday and Thursday (Start Time: Monday 10:00 AM, Thursday, 6:00 PM - End Time:  Monday 12:00 PM, Thursday 8:00 PM)",,301,33,3055100,40.714448,-73.968049,90,42525,"{'type': 'Point', 'coordinates': [-73.968049, 40.714448]}",50,7,BKN01,BKN012,BKN,59,17613,36,2,38,56,http://www.dominopark.com/,,,,
Manhattan,Upper West Side (Central),SW W 96 St & West End Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1018300,40.79525233,-73.97328626,24,42409,"{'type': 'Point', 'coordinates': [-73.97328626, 40.79525233]}",69,12,MN07,MN074,MN,47,12422,20,4,19,15,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=361,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364053'},,
Manhattan,Upper East Side-Yorkville,Asphalt Green Food Scrap Drop-off,East 91st St & York Ave,GrowNYC,Year Round,Sunday (Start Time: 7:30 AM - End Time:  12:30 PM),,108,5,1015200,40.779055,-73.944665,19,42291,"{'type': 'Point', 'coordinates': [-73.944665, 40.779055]}",76,12,MN08,MN085,MN,29,10099,23,4,1,11,grownyc.org/compost,,,,
Queens,Elmhurst,St. James Compost,"86-02 Broadway, Elmhurst, NY 11373",Volunteers at St. James Compost,Year Round,Every day (Start Time: 9:00 AM - End Time:  6:00 PM),,404,25,4047300,40.73833,-73.87775,110,42506,"{'type': 'Point', 'coordinates': [-73.87775, 40.73833]}",30,6,QW04,QW041,QW,12,14784,66,3,5,68,https://www.instagram.com/stjamescompost/,,,,
Queens,Astoria (Central),SE 31st Avenue & Crescent Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4007500,40.76558558,-73.92632732,114,41997,"{'type': 'Point', 'coordinates': [-73.92632732, 40.76558558]}",36,14,QW01,QW013,QW,59,16859,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=65,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363757'},,
Manhattan,Upper West Side-Lincoln Square,NW W 60 St & Amsterdam Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1014700,40.77113841,-73.98717945,20,42390,"{'type': 'Point', 'coordinates': [-73.98717945, 40.77113841]}",67,12,MN07,MN071,MN,47,12420,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=348,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364040'},,
Manhattan,Lower East Side,bin5 -  NE Delancey St & Forsyth St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,1,1001800,40.71989182,-73.99195962,5,42274,"{'type': 'Point', 'coordinates': [-73.99195962, 40.71989182]}",65,10,MN03,MN032,MN,27,11723,70,4,32,2,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=235,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363927'},,
Brooklyn,Marine Park-Mill Basin-Bergen Beach,Genovesi Environmental Study Center,"7151 Avenue T, Brooklyn, NY 11234",Genovesi Environmental Study Center,Year Round,Monday - Friday (Start Time: 9:00 AM - End Time:  3:00 PM),,318,46,3069602,40.62214652,-73.9084944,63,42553,"{'type': 'Point', 'coordinates': [-73.9084944, 40.62214652]}",59,8,BKS18,BKS184,BKS,21,13825,5,2,8,38,https://www.schools.nyc.gov/learning/student-journey/experiential-learning/genovesi-environmental-study-center,,,,
Brooklyn,Park Slope,Old Stone House Brooklyn,"336 3rd St, Brooklyn, NY 11215",Old Stone House Brooklyn,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,306,39,3013500,40.6727118,-73.984731,78,42126,"{'type': 'Point', 'coordinates': [-73.984731, 40.6727118]}",52,10,BKS06,BKS064,BKS,26,17617,14,2,27,50,,,,,
Manhattan,East Harlem (North),Rodale Pleasant Park Community Garden,"437 E 114th St, New York, NY 10029",Rodale Pleasant Park Community Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"To volunteer, email Flosparks0306@gmail.com.",111,8,1017800,40.79426591,-73.93441424,23,42421,"{'type': 'Point', 'coordinates': [-73.93441424, 40.79426591]}",68,13,MN11,MN112,MN,29,12426,7,4,35,14,,,,,
Staten Island,Snug Harbor,*CLOSED UNTIL JUNE 2024* Compost Demonstration Site at Snug Harbor Cultural Cente,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace,NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden,Year Round,Thursday and Saturday (Start Time: 4:00 PM - End Time:  7:00 PM),,501,49,5009702,40.641619,-74.1012686,120,42195,"{'type': 'Point', 'coordinates': [-74.1012686, 40.641619]}",61,11,SI01,SI012,SI,23,10369,4,1,13,74,www.snug-harbor.org,,,,
Queens,Astoria (Central),SE 31st Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4006100,40.76417452,-73.92345808,114,41986,"{'type': 'Point', 'coordinates': [-73.92345808, 40.76417452]}",36,14,QW01,QW014,QW,59,16863,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=174,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363866'},,
Queens,Old Astoria-Hallets Point,NW 8th Street & Astoria Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4008700,40.77285588,-73.93261246,114,42008,"{'type': 'Point', 'coordinates': [-73.93261246, 40.77285588]}",36,14,QW01,QW013,QW,59,16859,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=199,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363891'},,
Manhattan,Upper West Side (Central),SW W 77 St & Columbus Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1016100,40.78070495,-73.97665659,20,42394,"{'type': 'Point', 'coordinates': [-73.97665659, 40.78070495]}",67,12,MN07,MN072,MN,47,12421,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=352,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364044'},,
Brooklyn,Crown Heights (North),SE Classon Avenue & Eastern Parkway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3021700,40.67165371,-73.96107707,77,42147,"{'type': 'Point', 'coordinates': [-73.96107707, 40.67165371]}",57,9,BKN08,BKN081,BKN,20,13829,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=195,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363887'},,
Manhattan,Harlem (North),Abyssinian Tot Lot,"130 W 139th St, New York, NY 10030",GrowNYC and the Malcolm X Boulevard Beautification Group,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:30 PM),,110,9,1023000,40.81714524,-73.94088227,32,42379,"{'type': 'Point', 'coordinates': [-73.94088227, 40.81714524]}",70,13,MN10,MN104,MN,30,12427,18,4,36,20,grownyc.org/compost,,,,
Manhattan,Manhattanville-West Harlem,NE Convent Avenue & W 130 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",109,7,1021303,40.81491836,-73.95299658,26,42168,"{'type': 'Point', 'coordinates': [-73.95299658, 40.81491836]}",70,13,MN09,MN092,MN,30,12424,37,4,23,17,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=251,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363943'},,
Queens,Kew Gardens,Anshe Shalom Chabad JCC,"82-52 Abingdon Road Kew Gardens, NY 11415",Anshe Shalom Chabad JCC,Year Round,Sunday - Friday (Start Time: Dawn - End Time:  Dusk),,409,29,4077500,40.7081655,-73.8342141,102,42548,"{'type': 'Point', 'coordinates': [-73.8342141, 40.7081655]}",28,5,QW09,QW094,QW,14,24011,46,3,28,60,https://www.chabadofthegardens.com/#utm_source=domain&utm_medium=domain&utm_campaign=chabadhome.org,,,,
Brooklyn,East Williamsburg,Sure We Can,"219 McKibben Street, Brooklyn, NY 11206",Sure We Can,Year Round,"Monday - Saturday (Start Time: 7:00 AM - End Time:  Monday-Friday 5:00 PM, Saturday 1:00 PM)",,301,34,3048500,40.705441,-73.93882,90,42526,"{'type': 'Point', 'coordinates': [-73.93882, 40.705441]}",53,7,BKN01,BKN015,BKN,18,17213,36,2,30,56,http://www.surewecan.org/composting,,,,
Manhattan,Lower East Side,*LAST DAY DECEMBER 4* Grand Street & Clinton Street,Grand Street & Clinton Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Monday (Start Time: 9:00 AM - End Time:  2:00 PM),,103,1,1001401,40.715889,-73.986861,7,42284,"{'type': 'Point', 'coordinates': [-73.986861, 40.715889]}",65,10,MN03,MN031,MN,27,11723,70,4,32,4,https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,,,,
Queens,Queensbridge-Ravenswood-Dutch Kills,SW 24th Street & 34th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,26,4004700,40.76154874,-73.93188491,114,41993,"{'type': 'Point', 'coordinates': [-73.93188491, 40.76154874]}",36,7,QW01,QW016,QW,59,16863,39,3,33,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=60,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363752'},,
Queens,Astoria (Central),Astoria Pug: Broadway,"32-11 31st St, Queens, NY 11106",Astoria Pug,Year Round,Saturday (Start Time: 9:00 AM - End Time:  3:00 PM),,401,22,4005900,40.761472,-73.925611,114,41991,"{'type': 'Point', 'coordinates': [-73.925611, 40.761472]}",36,14,QW01,QW014,QW,59,16863,39,3,4,72,https://www.instagram.com/astoriapug/?hl=en,,,,
Manhattan,Lower East Side,NW Grand St & Henry St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,1,1000202,40.71424652,-73.98167007,7,42279,"{'type': 'Point', 'coordinates': [-73.98167007, 40.71424652]}",65,10,MN03,MN031,MN,27,11723,70,4,32,4,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=236,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363928'},,
Bronx,Fordham Heights,SE Marion Avenue & East 187th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",205,15,2038303,40.85928459,-73.89476415,46,42452,"{'type': 'Point', 'coordinates': [-73.89476415, 40.85928459]}",86,15,BX05,BX053,BX,33,10936,6,5,22,29,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=425,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364117'},,
Manhattan,Upper East Side-Carnegie Hill,SW E 85 St & 3 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,4,1014801,40.77806091,-73.95466305,19,42289,"{'type': 'Point', 'coordinates': [-73.95466305, 40.77806091]}",73,12,MN08,MN084,MN,28,12425,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=384,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364076'},,
Manhattan,Hell's Kitchen,*LAST DAY DECEMBER 5* 10th Avenue and 43rd Street,"Southeeast Corder of 10th Avenue and 43rd STreet, NY NY 10036",LES Ecology Center,Year Round,Tuesdays (Start Time: 9:00 AM - End Time:  12:00 PM),,104,3,1012102,40.7601267,-73.9949035,10,42366,"{'type': 'Point', 'coordinates': [-73.9949035, 40.7601267]}",75,12,MN04,MN043,MN,47,13094,12,4,10,6,www.lesecologycenter.org,,,,
Bronx,Soundview-Clason Point,NW Seward Avenue & Croes Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",209,18,2002001,40.81859325,-73.86818949,43,42025,"{'type': 'Point', 'coordinates': [-73.86818949, 40.81859325]}",85,14,BX09,BX091,BX,34,11611,58,5,31,26,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=67,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363759'},,
Manhattan,Upper East Side-Carnegie Hill,NW Lexington ave & E 64 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,4,1012000,40.76550445,-73.96592719,19,42311,"{'type': 'Point', 'coordinates': [-73.96592719, 40.76550445]}",73,12,MN08,MN081,MN,28,10090,23,4,51,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=269,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363961'},,
Queens,Jackson Heights,Farm Spot CSA,33-50 82nd street,Volunteers at Farm Spot,June 15-Oct 26,Thursday (Start Time: 6:00 PM - End Time:  7:30 PM),,403,25,4028300,40.754004,-73.885483,115,42543,"{'type': 'Point', 'coordinates': [-73.885483, 40.754004]}",34,6,QW03,QW032,QW,13,14783,65,3,5,73,Farmspot.org,,,4012540032,4028776
Brooklyn,Crown Heights (North),NE Kingston Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,36,3034300,40.67303171,-73.94181043,77,42157,"{'type': 'Point', 'coordinates': [-73.94181043, 40.67303171]}",43,9,BKN08,BKN082,BKN,20,17615,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=188,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363880'},,
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn Borough Hall Saturday Greenmarket,Court St. and Montague St.,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:00 PM),,302,33,3001100,40.693609,-73.990261,84,42499,"{'type': 'Point', 'coordinates': [-73.990261, 40.693609]}",52,10,BKN02,BKN021,BKN,26,16865,68,2,38,54,grownyc.org/compost,,,,
Manhattan,Hamilton Heights-Sugar Hill,SW West 147th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",109,7,1023300,40.82647613,-73.9468776,30,42179,"{'type': 'Point', 'coordinates': [-73.9468776, 40.82647613]}",71,13,MN09,MN093,MN,30,12428,37,4,23,19,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=229,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363921'},,
Queens,Ridgewood,Ridgewood Farmstand,Cypress Ave btw Myrtle Ave. and Putnam Ave.,GrowNYC,Year Round,Saturday (Start Time: 9:30 AM - End Time:  1:30 PM),,405,34,4055100,40.7003,-73.906675,104,42558,"{'type': 'Point', 'coordinates': [-73.906675, 40.7003]}",38,7,QW05,QW053,QW,18,15310,54,3,30,62,grownyc.org/compost,,,,
Brooklyn,Prospect Heights,NE Flatbush Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3016100,40.67867868,-73.97343334,78,42125,"{'type': 'Point', 'coordinates': [-73.97343334, 40.67867868]}",44,10,BKN08,BKN081,BKN,25,17619,16,2,48,50,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=197,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363889'},,
Staten Island,Tompkinsville-Stapleton-Clifton-Fox Hills,NW Hill Street & Tompkins Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",501,49,5002900,40.62214724,-74.07850452,120,42188,"{'type': 'Point', 'coordinates': [-74.07850452, 40.62214724]}",61,11,SI01,SI011,SI,23,10691,4,1,13,74,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=213,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363905'},,
